atu_number,title,level_1_category,level_2_category,level_3_category,category_range,detail_url,description
516,The Petrified Friend,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=516,"The picture of the princess. She is carried off on a ship. The conversation of the ravens. The true servant transformed to stone. Brought back to life. I. The Prince Falls in Love. (a) A prince becomes enamored of a faraway princess by seeing her… Variants 516A. The Sign Langauge of the Princess I. The Friends. A prince and a youth of lower rank (vizier's son, etc.) are close friends. (a) The Old Woman as Trouble-Maker [M301.2.1, T12]; (this element appears sometimes as a separate tale). (b) For other false reasons the prince commands that…   516C. St. James of Galicia Amicus and Amelius. To carry out the vow of parents who have prayed for a child [ T548.1 ] the hero goes to a shrine accompanied by a man who has chosen the smallest of three apples offered [ H1558.0.1.1. ]. At court the king poisons the companion. He is…"
517,The Boy and the Bird-language,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=517,"Vaticinium. The learning of the speech of birds; cf. Types 670 , 671 . The princess who has destroyed her child; Cf. Type 781 . A boy understands the language of birds. The birds prophesy that the parents shall humble themselves before him. On… No examples in our database yet"
518,Big Fight over Magic Things,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=518,
519,Brunhilde,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=519,"The helper in the suitor test. Cf. Type 513A . I. The Suitor. A prince with his extraordinary companion woos a bride who is beautiful, strong, and warlike, and who will have as husband no man who is not her equal in strength. II. Suitor Tests. (a) The…"
530,The Glass Mountain,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=530,"Cf. Types 300 , 329 , 502 , 550 . I. Reward for the Vigil. (a) Three brothers one after the other are sent to guard a meadow which is devastated at night by a monster or they must in turns keep vigil for their dead father. (c) The elder brothers are… Variants 530A. The Pig with the Golden Bristles A tsar commands his sons-in-law to get a pig with golden bristles, a golden-horned stag, etc. A foolish boy gets these wonders, but yields them to the sons-in-law, when they cut off his fingers and cut the skin from his back. At the feast they are…   530B. The Stolen Brides"
531,Faithful Ferdinand,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=531,"On the advice of a jealous courtier the king assigns the hero difficult tasks, which he performs with the help of grateful animals. Bringing the beautiful bride for the king. I. The Hero's Horse and Magic Object. (a) The hero at his christening is…"
532,The Speaking Horsehead,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=532,"The helpful horse. The hero is driven from home by his stepmother [ S31 ]. He acquires a helpful horse which advises him [ B401 ] to dress in poor clothing [ K1816 ] and to answer all questions with ""I don't know"" [ C495.1 ]. He takes service as gardener to… No examples in our database yet"
533,Repressed Bride,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=533,"On the journey to her wedding the princess is forced by her waiting-maid to change clothes and places with her. The princess's horse is killed, but through the speaking horsehead which hangs on the wall, the betrayal is revealed. Cf. Types 403 , 450 .…"
534,The Youth Who Tends the Buffalo Herd,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=534,"Cf. Types 181 , 510C , 511A . I. The youth and the Wild Buffaloes (Cows). A youth cares for wild buffaloes which he comes upon in the forest and is befriended by them [B395, B396, N832.1, B537]. (a) The youth is lost or abandoned. (b) A tiger carries a… No examples in our database yet back to index"
535,The Boy Adopted by Tigers (Animals),TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=535,"I. A Boy is Adopted by Wild Animals. (a) The boy is abandoned in the forest, (b) and adopted by tigers. (c) He is given a magic bow and arrow, or (d) magic axe. II. The Substitute Bridegroom. (a) The animals arrange a marriage for him. (b) A monkey… No examples in our database yet back to index"
537,The Flight with the Eagle,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=537,"I. The Speaking Eagle. A man aims to shoot an eagle, when suddenly the bird begins to speak like a human being [ B211.3 ]. The man spares him. II. The Grateful Eagle. The bird has a wing broken. The man cares for it for three years and wastes all his… No examples in our database yet"
540,The Dog in the Sea,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=540,
545,The Cat as Helper,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=545,"Visit to the castle. Disenchantment. I. The Helpful Cat. (a) A boy or (b) girl inherits nothing but a cat (or fox). II. The Cat at the Palace. (a) The cat takes the girl (boy) to the palace. (b) He tells the king that the boy (girl) is a dispossessed… Variants 545A. The Cat Castle The boy inherits a cow, the girl a cat. The cat helps the girl so that she gains the love of a prince and takes possession of the giant's castle for the girl. Cf. Type 505 . See analysis: I b; II a, b, d; III a, b, c; IV a.   545B. The Cat as Helper"
546,The Clever Parrot,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=546,I. The Parrot Wins a Princess for the King. (a) The king wins the gratitude of a parrot. (b) The parrot takes the king to a princess. (c) The parrot brings a princess to the king. II. Separation. On the return trip the king and his bride are… No examples in our database yet back to index
550,The Golden Bird,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=550,"Quest for the wonderful bird. With the help of an animal (wolf fox) the youngest brother succeeds. On his return he saves his brothers, who betray him. See analysis below: I a, b; II; III a, b; IV; V. ANALYSIS Types 550 and 551 . I. Object of the…"
551,The Water of Life,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=551,"The youngest succeeds with the help of an eagle (dwarf) and various magic objects. The brothers gain possession of the remedy. The princess searches for the father of her child. For analysis see Type 550: I b, (c); II; III c, d; IV; V b."
552,Animals and In-laws,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=552,"I. Marriage to Animals. (a) A bankrupt man promises his daughters in in marriage in return for safety and money to three animals (bear, eagle, whale); or (b) three girls despairing of marriage say that they will marry any one even if it is an animal… Variants 552A. Three Animals as Brothers-in-law Three princesses are married to animals. The animals help their brother-in-law. See analysis: I a, c; II a, b; III b.   552B. The Animal Sons-in-law and their Magic Food The unsuccessful imitation. See analysis: I b, c; II c, d."
553,The Bird as a Helper,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=553,A youth shoots a raven; saving of the princess from a sea-monster. Cf. Type 300 . I. The Raven-feather. (a) With a feather of the raven the youth gets magic objects and treasure from the raven's sister. II. Rescue of Princess. See Type 300: IV (rescue… No examples in our database yet back to index
554,The Grateful Animals,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=554,"A youth earns the thanks of several animals (ants, fish, etc.) and with their help wins the princess by performing three tasks imposed upon him (brings a ring from the bottom of the sea, etc.). I. The Animals' Gratitude. The hero, (a) the youngest of…"
555,"The Fisherman and his Wife,",TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=555,The fish fulfills all the wishes of the wife of a poor fisher. I. The Wishes Obtained. (a) A poor fisher catches a fish who is a transformed monster and puts him back in the water; in gratitude the fish grants all the wishes of the wife; - or (b) a…
559,The Princess’ Laugh,TALES OF MAGIC,Supernatural Helpers,,500-559,index.php?action=atu&src=atu&id=559,"The princess made to laugh. Making an absurd parade. Later forcing the noble suitor out of his bridal bed. Cf. Types 571-574, 621. I. Making Princess Laugh. (a) A princess has been offered to the man who can make her laugh. (b) The hero accomplishes…"
560,The Magic Ring,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=560,"The grateful animals (cat and dog) recover it for him. See analysis below: I a, b; II; III; IV a. - ANALYSIS: Types 560 and 561 . I. Magic Object Received. The hero receives a magic ring (stone) which will perform all the wishes of the owner, from (a)…"
561,Aladdin,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=561,"The object recovered by means of another magic object. For analysis see Type 560 (1 c; II; III; IV b, c)."
562,The Spirit in the Blue Light,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=562,
563,Three Magic Gifts,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=563,"The stick compels the treacherous host of the inn to give back the table and the ass. See analysis below: I a, b, c, d; II a, (b) d. - ANALYSIS: Types 563 and 564 . I. The Magic Objects. (a) A poor man receives three magic objects: (b) a table or sack…"
564,The Two Marvelous Pitchers,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=564,"The rich neighbor steals the magic objects. By means of the sack the hero compels the return of the purse. For analysis see Type 563: 1 a, b, c, e; II c, d."
565,The Magic Mill,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=565,Grinds an enormous amount of meal or salt when the man who has stolen it cannot stop it. I. The Magic Mill (Pot). The hero or heroine receives (a) a magic pot that fills itself with porridge or (b) a mill that grinds meal or salt. (c) Only the owner…
566,Fortunatus,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=566,"The return of the objects is brought about with an apple, the eating of which causes horns to grow. I. The Magic Objects. (a) Three men each receive from a mannikin or from enchanted princess a magic object: (b) a self-filling purse (mantle), a…"
567,The Magic Bird Heart,TALES OF MAGIC,Magic Objects,,560-649,index.php?action=atu&src=atu&id=567,"I. The Bird-heart. The hero eats the heart of the magic bird and thereby receives the power (a) of spitting gold or (b) of finding each day a coin under his pillow; or (c) he will become king. II. The Treacherous Wife. A woman (or his own wife)… Variants 567A. The Magic Bird-Heart and the Seperated Brothers I. Two Brothers Wander in the Forest. (a) They are driven forth when their stepmother claims they have insulted her [ K2111 ], or (b) are driven forth for other reasons [5322.4]. (c) They are spared by the man charged with executing them. He kills an…"
