motif_code,title,level_1_category,level_2_category,level_2_range,level_3_category,level_3_range
A2440,Animal characteristics: carriage. Dh III 219ff.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Causes of animal characteristics: appearance and habits.,A2400-A2499
A2450,Animal's daily work.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Causes of animal characteristics: appearance and habits.,A2400-A2499
A2460,Animal characteristics: attack and defense.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Causes of animal characteristics: appearance and habits.,A2400-A2499
A2470,Animal's habitual bodily movements.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Causes of animal characteristics: appearance and habits.,A2400-A2499
A2480,Periodic habits of animals.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Causes of animal characteristics: appearance and habits.,A2400-A2499
A2490,Other habits of animals.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Causes of animal characteristics: appearance and habits.,A2400-A2499
A2500,Animal characteristics—miscellaneous.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Animal characteristics—miscellaneous,A2500-A2599
A2510,Utility of animals.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Animal characteristics—miscellaneous,A2500-A2599
A2520,Disposition of animals.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Animal characteristics—miscellaneous,A2500-A2599
A2540,Other animal characteristics.,Mythological Motifs,ANIMAL CHARACTERISTICS,A2200-A2599,Animal characteristics—miscellaneous,A2500-A2599
A2600,Origin of plants. Dh I 170f.—**Wünsche Die Pflanzenfabel in der,Mythological Motifs,Origin of trees and plants.,A2600-A2699,VARIOUS ORIGINS OF PLANTS,A2600-A2649
A2610,Creation of plants by transformation.,Mythological Motifs,Origin of trees and plants.,A2600-A2699,VARIOUS ORIGINS OF PLANTS,A2600-A2649
A2620,Plants originate from experience of holy person.,Mythological Motifs,Origin of trees and plants.,A2600-A2699,VARIOUS ORIGINS OF PLANTS,A2600-A2649
A2630,Other types of plant origins.,Mythological Motifs,Origin of trees and plants.,A2600-A2699,VARIOUS ORIGINS OF PLANTS,A2600-A2649
A2650,"Origin of flowers. (See A2617.1, A2621.1.)—India: Thompson-Balys.",Mythological Motifs,Origin of trees and plants.,A2600-A2699,ORIGIN OF VARIOUS PLANTS AND TREES,A2650-A2699
A2680,Origin of other plant forms.,Mythological Motifs,Origin of trees and plants.,A2600-A2699,ORIGIN OF VARIOUS PLANTS AND TREES,A2650-A2699
A2700,Origin of plant characteristics. Jewish: Neuman.,Mythological Motifs,Origin of plant characteristics.,A2700-A2799,VARIOUS ORIGINS OF PLANT CHARACTERISTICS,A2700-A2749
A2710,Plant characteristics as reward.,Mythological Motifs,Origin of plant characteristics.,A2700-A2799,VARIOUS ORIGINS OF PLANT CHARACTERISTICS,A2700-A2749
A2720,Plant characteristics as punishment.,Mythological Motifs,Origin of plant characteristics.,A2700-A2799,VARIOUS ORIGINS OF PLANT CHARACTERISTICS,A2700-A2749
A2730,Miscellaneous reasons for plant characteristics.,Mythological Motifs,Origin of plant characteristics.,A2700-A2799,VARIOUS ORIGINS OF PLANT CHARACTERISTICS,A2700-A2749
A2750,Interior and bark of plant.,Mythological Motifs,Origin of plant characteristics.,A2700-A2799,ORIGIN OF VARIOUS PLANT CHARACTERISTICS,A2750-A2799
A2760,Leaves of plant.,Mythological Motifs,Origin of plant characteristics.,A2700-A2799,ORIGIN OF VARIOUS PLANT CHARACTERISTICS,A2750-A2799
A2770,Other plant characteristics.,Mythological Motifs,Origin of plant characteristics.,A2700-A2799,ORIGIN OF VARIOUS PLANT CHARACTERISTICS,A2750-A2799
B0,Mythical animals.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B10,Mythical beasts and hybrids.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B20,Beast-men. Combinations of bestial and human form.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B30,Mythical birds. Penzer VII 56 n.; Hawaii: Beckwith Myth 29.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B40,"Bird-beasts. Breton: Sébillot Incidents s.v. ""ailes"".",Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B50,Bird-men. Irish myth: Cross.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B60,Mythical fish. India: *Thompson-Balys.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B70,Fish-beasts. *Loomis White Magic 64f.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B80,Fish-men. Tobler Epiphanie der Seele 98.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B90,Other mythical animals.,Animal Motifs,Mythical animals,B0-B99,Mythical animals,B0-B99
B100,Treasure animals. *Clouston Tales I 123 ff.; India: Thompson-Balys;,Animal Motifs,Magic animals,B100-B199,TREASURE ANIMALS,B100-B119
B110,Treasure-producing parts of animals.,Animal Motifs,Magic animals,B100-B199,TREASURE ANIMALS,B100-B119
B120,Wise animals. India: Thompson-Balys.,Animal Motifs,Magic animals,B100-B199,ANIMALS WITH MAGIC WISDOM,B120-B169
B130,Truth-telling animals.,Animal Motifs,Magic animals,B100-B199,ANIMALS WITH MAGIC WISDOM,B120-B169
B140,Prophetic animals. India: Thompson-Balys.,Animal Motifs,Magic animals,B100-B199,ANIMALS WITH MAGIC WISDOM,B120-B169
B150,Oracular animals. *Hopf (L.) Tierorakel und Orakeltiere in alter und,Animal Motifs,Magic animals,B100-B199,ANIMALS WITH MAGIC WISDOM,B120-B169
B160,Wisdom-giving animals. India: Thompson-Balys.,Animal Motifs,Magic animals,B100-B199,ANIMALS WITH MAGIC WISDOM,B120-B169
B170,"Magic birds, fish, reptiles, etc.",Animal Motifs,Magic animals,B100-B199,OTHER MAGIC ANIMALS,B170-B189
B180,Magic quadrupeds.,Animal Motifs,Magic animals,B100-B199,OTHER MAGIC ANIMALS,B170-B189
B190,Magic animals: miscellaneous motifs.,Animal Motifs,Magic animals,B100-B199,Magic animals,B100-B199
B200,Animals with human traits. See in general the literature dealing with,Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B210,Speaking animals. India: Thompson-Balys.,Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B220,Animal kingdom (or community). Wienert FFC LVI 47 (classic fables).,Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B230,"Parliament of animals. E. Voigt ""Odo de Ciringtonis und seine Quellen""",Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B240,"King of animals. Breton: Sébillot Incidents s.v. ""roi"", ""bêtes"", Fb ""konge""",Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B250,Religious animals. Günter Christliche Legende des Abendlandes 80ff.;,Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B260,Animal warfare. Wienert FFC LVI 48 (ET 64—68).,Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B270,Animals in legal relations. **Cabanès Les animaux en justice,Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B280,"Animal weddings. RTP V 16, VIII 552, JAFL XXXV 392ff.—Japanese:",Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B290,Other animals with human traits.,Animal Motifs,Animals with human traits,B200-B299,Animals with human traits.,B200-B299
B300,"Helpful animal. See also entire section B300—599, especially B350.—",Animal Motifs,FRIENDLY ANIMALS,B300-B599,Helpful animals—general,B300-B349
B310,Acquisition of helpful animal. *Hartland Perseus III 191ff.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Helpful animals—general,B300-B349
B320,Reward of helpful animal.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Helpful animals—general,B300-B349
B330,Death of helpful animal.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Helpful animals—general,B300-B349
B340,Treatment of helpful animals—miscellaneous.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Helpful animals—general,B300-B349
B350,"Grateful animals. *Types 329, 480, 531, 554, 554*, 559: *BP I 207ff.",Animal Motifs,FRIENDLY ANIMALS,B300-B599,Grateful animals,B350-B399
B360,"Animals grateful for rescue from peril of death. *Types 554, 554*, 560;",Animal Motifs,FRIENDLY ANIMALS,B300-B599,Grateful animals,B350-B399
B370,Animal grateful to captor for release.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Grateful animals,B350-B399
B380,Animal grateful for relief from pain. Spanish Exempla: Keller; India:,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Grateful animals,B350-B399
B390,Animals grateful for other kind acts.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Grateful animals,B350-B399
B400,Helpful domestic beasts. India: Thompson-Balys.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,HELPFUL BEASTS,B400-B449
B430,Helpful wild beasts. India: Thompson-Balys.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,HELPFUL BEASTS,B400-B449
B450,"Helpful birds. *Köhler-Bolte I 185, 277; *Type 781; *Chauvin II 109 No",Animal Motifs,FRIENDLY ANIMALS,B300-B599,Kinds of helpful animals.,B400-B499
B470,"Helpful fish. See B375.1. and references.—*Fb ""ring"" III 61a, ""fisk"" I",Animal Motifs,FRIENDLY ANIMALS,B300-B599,Kinds of helpful animals.,B400-B499
B480,Helpful insects. India: *Thompson-Balys; Jewish: Neuman; Chinese:,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Kinds of helpful animals.,B400-B499
B490,Other helpful animals.2,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Kinds of helpful animals.,B400-B499
B500,"Magic power from animals.—Type 675; Fb ""ønske"" III 1179a.—Italian",Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B510,Healing by animals.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B520,Animals save person's life. See also B540.—Greek: Frazer Apollodorus I,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B530,"Animals nourish men. Provide food, shelter, or other necessities.—India:",Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B550,Animals carry men.—India: *Thompson-Balys.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B560,Animals advise men. Type 400 and references on the whole section in this,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B570,Animals serve men. India: *Thompson-Balys.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B580,Animal helps men to wealth and greatness. *Type 671; BP I 322;,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B590,Miscellaneous services of helpful animals.,Animal Motifs,FRIENDLY ANIMALS,B300-B599,Services of helpful animals.,B500-B599
B600,Marriage of person to animal. Extremely common. Only a few references,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B610,Animal paramour.,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B620,Animal suitor. Missouri-French: Carrière.,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B630,Offspring of marriage to animal. India: Thompson-Balys.,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B640,Marriage to person in animal form.,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B650,Marriage to animal in human form. Burmese: Scott Indo-Chinese 272.,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B670,Unusual mating between animals.,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B690,Marriage of person to animal—miscellaneous.,Animal Motifs,Marriage of person to animal,B600-B699,Marriage of person to animal.,B600-B699
B700,Fanciful traits of animals.,Animal Motifs,Fanciful traits of animals,B700-B799,Fanciful traits of animals.,B700-B799
B710,Fanciful origin of animals.,Animal Motifs,Fanciful traits of animals,B700-B799,Fanciful traits of animals.,B700-B799
B720,Fanciful bodily members of animals.,Animal Motifs,Fanciful traits of animals,B700-B799,Fanciful physical qualities of animals,B720-B749
B730,"Fanciful color, smell, etc. of animals.",Animal Motifs,Fanciful traits of animals,B700-B799,Fanciful physical qualities of animals,B720-B749
B740,Fanciful marvelous strength of animals.,Animal Motifs,Fanciful traits of animals,B700-B799,Fanciful physical qualities of animals,B720-B749
B750,Fanciful habits of animals.,Animal Motifs,Fanciful traits of animals,B700-B799,Fanciful traits of animals.,B700-B799
B770,Other fanciful traits of animals.,Animal Motifs,Fanciful traits of animals,B700-B799,Fanciful traits of animals.,B700-B799
B800,Miscellaneous animal motifs.,Animal Motifs,Miscellaneous animal motifs,B800-B899,Miscellaneous animal motifs,B800-B899
B870,"Giant animals. (Cf. B16.1, B16.4, B15.7.12)—Coulter Trans. Am.",Animal Motifs,Miscellaneous animal motifs,B800-B899,Miscellaneous animal motifs,B800-B899
C0,"Tabu: contact with supernatural. **Frazer Golden Bough, III (Taboo",Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C10,"Tabu: profanely calling up spirit (devil, etc.).—*Halliday in Penzer",Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C20,Tabu: calling on ogre or destructive animal.,Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C30,Tabu: offending supernatural relative.,Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C40,"Tabu: offending spirits of water, mountain, etc.",Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C50,Tabu: offending the gods. Irish myth: Cross; India: *Thompson-Balys.,Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C70,Tabu: offending other sacred beings.,Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C90,Other tabus in connection with sacred beings.,Motifs of Tabu,Tabu connected with supernatural beings,C0-C99,Tabu connected with supernatural beings.,C0-C99
C100,Sex tabu. Hebrew: Leviticus ch. 18.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C120,Tabu: kissing. Usually causes disenchantment or magic forgetfulness.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C130,Tabu connected with puberty. Irish myth: Cross.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C140,Tabu connected with menses. Jewish: *Neuman; Hawaii: Beckwith,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C150,Tabu connected with childbirth.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C160,Tabu connected with marriage.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C170,Tabu connected with husband's or wife's relatives.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C180,Tabu confined to one sex.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C190,Sex tabu—miscellaneous.,Motifs of Tabu,Sex tabu,C100-C199,Sex tabu,C100-C199
C200,"Tabu: eating (general). **Schurtz (H). Die Speiseverbote, ein",Motifs of Tabu,Eating and drinking tabu,C200-C299,EATING TABUS,C200-C249
C210,Tabu: eating in certain place. India: Thompson-Balys.,Motifs of Tabu,Eating and drinking tabu,C200-C299,EATING TABUS,C200-C249
C220,Tabu: eating certain things. India: Thompson-Balys.,Motifs of Tabu,Eating and drinking tabu,C200-C299,EATING TABUS,C200-C249
C230,Tabu: eating at certain time. Irish: Beal XXI 314; Jewish:,Motifs of Tabu,Eating and drinking tabu,C200-C299,EATING TABUS,C200-C249
C240,Tabu: eating food of certain person.,Motifs of Tabu,Eating and drinking tabu,C200-C299,EATING TABUS,C200-C249
C250,Tabu: drinking. Type 400; Penzer VI 135.—Finnish: Kalevala rune,Motifs of Tabu,Eating and drinking tabu,C200-C299,DRINKING TABUS,C250-C279
C260,Tabu: drinking at certain place.,Motifs of Tabu,Eating and drinking tabu,C200-C299,DRINKING TABUS,C250-C279
C270,Tabu: drinking certain things. Breton: Sébillot Incidents s.v.,Motifs of Tabu,Eating and drinking tabu,C200-C299,DRINKING TABUS,C250-C279
C300,"Looking tabu. *Fb ""se"" III 172b.—Breton: Sébillot Incidents s.v.",Motifs of Tabu,Looking tabu,C300-C399,Looking tabu,C300-C399
C310,Tabu: looking at certain person or thing.,Motifs of Tabu,Looking tabu,C300-C399,Looking tabu,C300-C399
C320,Tabu: looking into certain receptacle.,Motifs of Tabu,Looking tabu,C300-C399,Looking tabu,C300-C399
C330,Tabu: looking in certain direction.,Motifs of Tabu,Looking tabu,C300-C399,Looking tabu,C300-C399
C400,"Speaking tabu. *Fb ""stum""; *Type 451, 705, 710; Frazer Golden",Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
C410,"Tabu: asking questions. *Chauvin V 251, 296, VIII 47 No. 15 n.",Motifs of Tabu,Speaking tabu,C400-C499,Speaking tabu,C400-C499
